time_signature,track_popularity,speechiness,danceability,playlist_name,duration_ms,energy,playlist_genre,playlist_subgenre,mode,track_album_release_date,id,instrumentalness,valence,key,tempo,loudness,acousticness,liveness,track_album_name
4,23,0.0393,0.636,Rock Classics,138053,0.746,rock,classic,1,12/14/2005,5e6x5YRnMJIKvYpZxLqdpH,0.29,0.432,0,132.31,-3.785,0.0648,0.173,The Long Road Home - The Ultimate John Fogerty / Creedence Collection
4,53,0.0317,0.572,Rock Classics,241600,0.835,rock,classic,1,3/27/2015,5FqYA8KfiwsQvyBI4IamnY,0.000377,0.795,0,129.981,-6.219,0.171,0.0702,The Collection
4,55,0.0454,0.591,Rock Classics,329413,0.804,rock,classic,1,11/4/2016,5LNiqEqpDc8TuqPy79kDBu,5.98E-06,0.658,0,111.457,-7.299,0.327,0.0818,Bella Donna (Deluxe Edition)
4,64,0.101,0.443,Jazz Classics,185160,0.104,jazz,classic,1,5/3/2007,78MI7mu1LV1k4IA2HzKmHe,0,0.394,0,76.474,-17.042,0.913,0.191,"Love, Ella"
4,62,0.0298,0.685,Jazz Classics,205720,0.472,jazz,classic,0,1/1/2000,6MN6yRVriszuyAVlyF8ndB,0.284,0.475,9,80.487,-9.691,0.785,0.224,Shapes of Rhythm/Woman Is Sweeter
4,61,0.0566,0.67,Jazz Classics,147147,0.365,jazz,classic,1,4/17/2015,2dR5WkrpwylTuT3jRWNufa,0,0.45,0,119.347,-10.158,0.525,0.0575,Ultimate Sinatra
4,60,0.0914,0.663,Jazz Classics,354533,0.264,jazz,classic,1,5/20/1997,33jt3kYWjQzqn3xyYQ5ZEh,0,0.657,0,122.482,-14.571,0.706,0.1,The Complete Ella And Louis On Verve
4,55,0.0373,0.525,Jazz Classics,195533,0.222,jazz,classic,0,1/1/1990,1xUJ1mdLAysxNBtO9w3J2g,0.0799,0.645,10,156.364,-11.065,0.836,0.051,B. G. In Hi Fi
4,54,0.0363,0.336,Jazz Classics,190400,0.0619,jazz,classic,0,1/1/1992,3GOZbK2epuHzCt5YvvVFHO,0.891,0.197,5,60.705,-20.494,0.985,0.11,Quiet Kenny
4,53,0.0407,0.742,Jazz Classics,438280,0.671,jazz,classic,0,1/1/1999,1CDBaGlisZlOJzvx88lL8A,0.00441,0.591,5,127.359,-8.142,0.794,0.122,Song For My Father
3,53,0.0537,0.519,Jazz Classics,252947,0.0422,jazz,classic,1,3/21/2006,6rK27cC9hX0e1Chrnxo9Vn,0.929,0.397,1,130.436,-10.778,0.966,0.124,Boss Tenor (RVG Remasters / Remastered 2006)
4,53,0.0569,0.659,Jazz Classics,182360,0.113,jazz,classic,0,5/21/1996,2xm9ihELo6xwrRKrBbPql9,0.88,0.738,10,95.063,-16.756,0.976,0.179,Body & Soul
4,52,0.0336,0.505,Jazz Classics,295200,0.159,jazz,classic,0,1/1/2007,7ysmJhXFQtiBQlk6EZ6sks,0.0127,0.196,7,59.385,-11.235,0.946,0.212,Look Out! (Remastered)
4,50,0.0336,0.517,Jazz Classics,267173,0.0917,jazz,classic,1,9/22/2006,72PqmnVj86bfTnkFiQ9Mx9,0.629,0.0836,0,95.068,-18.395,0.876,0.108,Tuesday Wonderland
4,49,0.0331,0.412,Jazz Classics,372493,0.195,jazz,classic,1,8/16/1994,1czzmAtPTw287TyMQEfCfg,0.709,0.0778,8,133.918,-10.288,0.9,0.106,Approaching Standards
4,49,0.06,0.417,Jazz Classics,287844,0.42,jazz,classic,0,9/18/2020,1ZXu0ib26kWfQQngREMcU2,0.00111,0.517,0,147.143,-13.046,0.186,0.185,Giant Steps (60th Anniversary Super Deluxe Edition) [2020 Remaster]
4,49,0.0627,0.517,Jazz Classics,354573,0.273,jazz,classic,0,4/2/2001,1GZD0TZJHmdQaZsucHBmWT,0.774,0.321,10,63.423,-17.279,0.866,0.979,On Time
3,49,0.0321,0.477,Jazz Classics,280481,0.237,jazz,classic,0,4/15/2016,2qswPLZD9CbUoSidGNyxwm,0.901,0.178,4,126.222,-17.115,0.947,0.0974,Gilles Peterson - Magic Peterson Sunshine
4,60,0.0446,0.234,Classical Essentials,139307,0.126,classical,essential,1,3/29/2019,4SFBV7SRNG2e2kyL1F6kjU,0.896,0.216,0,133.998,-25.427,0.989,0.102,Piano Book (Deluxe Edition)
3,63,0.0446,0.289,Classical Essentials,212067,0.0306,classical,essential,0,2015,3zLTPuucd3e6TxZnu2dlVS,0.911,0.118,9,125.61,-30.79,0.987,0.102,"Für Elise, Bagatelle No. 25 in A Minor, WoO 59"
3,65,0.0442,0.169,Classical Essentials,174267,0.0161,classical,essential,0,9/18/2015,0jOnZhF75V68VsBObWx2XO,0.86,0.0573,9,128.143,-31.034,0.986,0.0805,Songs from the Arc of Life
3,63,0.0606,0.0939,Classical Essentials,207267,0.0336,classical,essential,0,2002,1upQiytDIEZfl9ItruoXuC,0.83,0.0516,2,67.359,-24.041,0.927,0.0954,Handel Sarabande
5,65,0.0455,0.32,Classical Essentials,294960,0.00501,classical,essential,1,7/27/2018,1cmigB9I6IRpFqjIbzvSQB,0.919,0.0383,1,68.947,-33.366,0.993,0.0618,"Debussy: Suite bergamasque, L. 75, 3. Clair de lune"
4,62,0.0576,0.376,Classical Essentials,296480,0.00579,classical,essential,0,2013,5fdp9rXfEixCGLM1Og4EN1,0.944,0.0369,5,71.827,-31.615,0.996,0.0882,Gnossienne No. 1
4,51,0.0341,0.168,Classical Essentials,215240,0.256,classical,essential,1,6/13/2014,1n9741DApqn5gvuxhgerCt,0.175,0.134,2,90.072,-15.549,0.932,0.384,"I don't like classical music, but I really like this!"
4,55,0.0471,0.0783,Classical Essentials,583293,0.0523,classical,essential,1,8/14/1998,0cqcRqZgkNHanWQ8slYA0v,0.945,0.0327,5,82.015,-23.247,0.896,0.0806,Mahler: Symphony No. 5
4,53,0.0437,0.253,Classical Essentials,640267,0.098,classical,essential,0,10/2/2020,0k6P9cdEA9K3k0ASde2Kof,0.862,0.062,11,84.865,-19.878,0.93,0.122,Aranjuez
4,60,0.0366,0.194,Classical Essentials,644273,0.0545,classical,essential,1,1/1/2012,4rrrn8OLrttq7r9RgNXalU,0.945,0.0385,4,140.966,-24.877,0.983,0.0551,Rachmaninov: Piano Concerto No.2
1,53,0.0388,0.341,Classical Essentials,357747,0.0142,classical,essential,1,8/23/2011,3GecLjGMqzjmgkvy2v41Wf,0.921,0.0384,2,76.382,-28.293,0.993,0.113,Liszt
3,60,0.0406,0.279,Classical Essentials,293147,0.0292,classical,essential,1,7/25/2011,2u9VGZmVz7Rm01SfDgzcfA,0.902,0.0338,8,136.732,-26.804,0.987,0.104,Liszt - My Piano Hero
4,58,0.0419,0.53,Classical Essentials,226880,0.339,classical,essential,0,2008,4FycxLfl7H5CQnqw9J6LXZ,0.874,0.0719,2,90.041,-16.973,0.567,0.102,Quirk
3,68,0.0432,0.184,Classical Essentials,315427,0.00527,classical,essential,0,9/25/2007,3DNRdudZ2SstnDCVKFdXxG,0.887,0.151,1,170.612,-37.264,0.995,0.173,"Beethoven: Piano Sonatas, Vol.3"
4,49,0.039,0.366,Classical Essentials,352000,0.139,classical,essential,1,1998,2mRUmSG3XGjFloqgAT2UJN,0.913,0.31,7,139.478,-19.978,0.885,0.0725,Mozart: Eine Kleine Nachtmusik
3,57,0.049,0.235,Classical Essentials,200360,0.0639,classical,essential,0,2/1/1999,04eShjKTWijeJJqGnhxpYK,0.603,0.0781,11,120.736,-24.404,0.962,0.466,Rimsky-Korsakov: Scheherezade
4,65,0.0509,0.225,Classical Essentials,259493,0.0047,classical,essential,0,1/1/2000,2MSgFefjK0T7Iwjvr3OKqV,0.881,0.186,1,163.665,-30.928,0.992,0.0722,"Chopin: Piano Sonata No. 2, Nocturnes, Barcarolle & Scherzo"
4,44,0.0349,0.353,Classical Essentials,564640,0.254,classical,essential,1,1/1/2014,3QqPgzOcv9titKufFR0gsQ,0.859,0.0986,0,133.808,-16.205,0.948,0.0843,Tchaikovsky: Piano Concerto No.1; Prokofiev: Piano Concerto No.3
4,47,0.0389,0.374,Classical Essentials,323427,0.178,classical,essential,1,1/1/1995,30bQxViotttoZ7x2iUP2L9,0.0235,0.148,1,95.839,-15.758,0.92,0.0754,Handel: Coronation Anthems; Concerti a Due Cori
3,62,0.0418,0.701,Classical Essentials,151507,0.341,classical,essential,0,1/1/2014,5xbuJuQsTVheVZvX2AJVIv,0.903,0.163,1,105.513,-12.26,0.499,0.359,"Recomposed By Max Richter: Vivaldi, The Four Seasons"
4,45,0.0399,0.307,Classical Essentials,769213,0.0851,classical,essential,0,7/16/2024,4d1ZlOcZYFcjqNJ5VdautO,0.872,0.0388,9,129.103,-20.471,0.968,0.101,"Grieg: Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato (Radio Edit)"
4,47,0.062,0.323,Classical Essentials,184320,0.682,classical,essential,1,6/13/2014,1ISbc05WTtcVh7q7QOXuu4,0.647,0.646,4,169.325,-10.208,0.763,0.127,"I don't like classical music, but I really like this!"
4,46,0.0348,0.263,Classical Essentials,213693,0.27,classical,essential,0,2/25/2003,7e8ZbMDwjdbUHWsoMOlZCd,0.865,0.228,2,129.095,-16.85,0.876,0.0562,Bizet: Carmen
3,55,0.0488,0.102,Classical Essentials,537427,0.0733,classical,essential,0,1/18/2010,1CSaCKPIp2yCIDL3t7Fyau,0.859,0.0308,10,73.954,-24.133,0.974,0.28,Samuel Barber - Adagio
3,49,0.0567,0.0623,Classical Essentials,415800,0.0116,classical,essential,1,1/1/2006,0S0YKiEdR9cT9pYgEaTevF,0.445,0.0331,2,65.057,-27.893,0.991,0.0816,Lauridsen: O Magnum Mysterium / Lux Aeterna / Madrigali / Les Chansons Des Roses
3,44,0.039,0.165,Classical Essentials,592040,0.106,classical,essential,1,7/2/2007,2nVt0n0aSj3AwZjakMvDHX,0.782,0.0336,8,105.651,-21.742,0.807,0.105,Khachaturian: Spartacus and Gayaneh highlights etc
4,45,0.0385,0.292,Classical Essentials,642573,0.246,classical,essential,1,8/1/2005,4Dcm4KMuDz0l01weeSpD4J,0.525,0.0859,2,109.766,-14.96,0.922,0.107,Borodin: Prince Igor (Highlights) / In the Steppes of Central Asia
5,43,0.0434,0.114,Classical Essentials,246360,0.0175,classical,essential,1,8/23/2024,3ynbqSi0Z7e3FdcZrhOnQC,0.846,0.0928,3,56.479,-33.957,0.923,0.12,"Fauré: Pelléas et Mélisande Suite, Op. 80: III. Sicilienne. Allegretto molto moderato"
3,46,0.0443,0.466,Classical Essentials,204000,0.0113,classical,essential,1,1/1/1993,3MGdBHevIGU82NqTM2S1PF,0.0257,0.486,9,111.541,-34.2,0.939,0.0924,Classical Hits
5,43,0.0365,0.154,Classical Essentials,371667,0.0287,classical,essential,1,4/28/2023,3Yf8ais15iSDj9i0at2fOC,0.896,0.0386,2,76.618,-26.958,0.984,0.131,Price: Piano Concerto in One Movement: Adagio cantabile
3,55,0.0644,0.491,Classical Essentials,346587,0.0176,classical,essential,0,1/15/2016,3MRQn2RYo2VLYMoStnLRxu,0.927,0.0901,4,125.793,-26.911,0.994,0.0985,Ravel: Complete Works for Solo Piano
4,48,0.0488,0.25,Classical Essentials,364093,0.135,classical,essential,1,1/6/2012,0xX7kREWmOGBWzYNcpZwRN,0.0349,0.179,9,94.404,-18.615,0.958,0.0477,French Impressions
4,53,0.0327,0.205,Classical Essentials,174653,0.0525,classical,essential,1,8/28/2015,419qlOGNXoyICx4jO0hqaj,0.906,0.0511,1,88.316,-23.841,0.98,0.103,Rachmaninov Variations
3,47,0.0384,0.176,Classical Essentials,636000,0.006,classical,essential,1,10/15/1999,4wudbbceOZKjRlhTtbHvAs,3.24E-05,0.0383,5,71.477,-42.238,0.899,0.105,Arvo Pärt: Alina
4,38,0.0387,0.1,Classical Essentials,906000,0.0354,classical,essential,0,1/1/1997,52GmHO5DikTIKc3yBmTTT1,0.865,0.0426,11,73.968,-17.211,0.901,0.125,"Schubert: Symphony No.8 ""Unfinished""; Symphony No.9 ""Great"""
4,43,0.0597,0.351,Classical Essentials,577440,0.206,classical,essential,1,1/1/1999,2OHnoGjn6X6kDwzO7Rw0Y9,0.255,0.0839,1,130.415,-22.657,0.797,0.0738,Fantasia 2000
4,43,0.0367,0.311,Classical Essentials,260693,0.123,classical,essential,1,1/1/2009,23if4cvw0UI7c8Uc5OOvss,0.898,0.203,2,141.485,-19.708,0.931,0.178,Mozart: Marriage of Figaro Overture - Magic Flute Overture - Abduction from the Seraglio Overture
4,44,0.0449,0.234,Classical Essentials,220000,0.0251,classical,essential,1,7/29/2022,57RRXysNvNZl8f5KPwEvuU,0.202,0.04,9,126.31,-28.627,0.937,0.101,"Coleridge-Taylor: Petite Suite de Concert, Op. 77: III. Un sonnet d'amour"
4,61,0.251,0.872,RapCaviar,146055,0.674,hip-hop,modern,0,11/15/2024,3MsEJbnW0SYWNzQ6D1j5Xm,0,0.357,2,135.975,-5.831,0.17,0.104,The Crossroads
4,68,0.264,0.652,RapCaviar,150997,0.831,hip-hop,modern,0,9/20/2024,2JapCT0xikq6Fy1PQiJz1C,0,0.648,10,139.905,-5.972,0.0111,0.269,The Viper
4,68,0.277,0.848,Gangster Rap,171198,0.632,hip-hop,gangster,1,11/17/2023,1haa8GXT0cl9wzRnpZG0YH,0,0.253,2,123.987,-7.381,0.398,0.282,41 World: Not The Album
4,56,0.273,0.676,Gangster Rap,186538,0.61,hip-hop,gangster,1,3/11/2022,2bPI4TKM4oTxl2SijUXM2J,1.73E-06,0.519,1,156.005,-9.185,0.000114,0.191,7220
4,24,0.565,0.874,Gangster Rap,166226,0.48,hip-hop,gangster,1,6/3/2022,47ePKoUVfNVUZKtzpqLF0y,0,0.563,11,84.098,-12.092,0.033,0.11,One Way
4,21,0.295,0.504,Gangster Rap,197512,0.939,hip-hop,gangster,0,10/1/2024,0EZbyAbK3nAoqjJPVtlJfD,0,0.42,1,157.916,-7.434,0.0628,0.41,The Side Effects of The Sun
4,66,0.144,0.825,Gangster Rap,200548,0.414,hip-hop,gangster,1,2/25/2022,1Y5Jvi3eLi4Chwqch9GMem,0,0.106,2,72.993,-6.634,0.00265,0.357,Back For Everything
3,16,0.0386,0.735,Gangster Rap,142000,0.569,hip-hop,gangster,0,9/30/2024,2EdTP3jUWOd9S9K3JWdPSk,0.000163,0.263,9,148.014,-10.35,0.00189,0.11,OverSeas
4,19,0.308,0.586,Gangster Rap,96052,0.875,hip-hop,gangster,0,7/3/2024,5WeEwnUVUiAOPcFyujsqQu,0,0.75,7,181.884,-5.07,0.166,0.474,U Can't Do That
4,15,0.092,0.601,Gangster Rap,130000,0.883,hip-hop,gangster,0,11/7/2024,3Sjbcmz4uczwee7uzr7R61,0,0.27,8,156.999,-1.627,0.00088,0.184,sharktale
4,62,0.222,0.68,Gangster Rap,118800,0.607,hip-hop,gangster,1,7/26/2019,2ZRdQMMKtmPLdYp9aP5cK5,1.39E-05,0.506,2,141.992,-5.523,0.264,0.354,Meet The Woo
4,64,0.437,0.89,Gangster Rap,180000,0.455,hip-hop,gangster,1,11/27/2020,7kQUdVjev73xIuwu7W6YW9,0,0.897,2,138.988,-10.226,0.158,0.153,Welcome To Brixton
4,16,0.211,0.753,Gangster Rap,213526,0.837,hip-hop,gangster,1,7/16/2024,7CDzNPH7c38MN47oLJFllv,0,0.479,7,95.011,-8.207,0.0232,0.239,Japanese Steel
4,55,0.244,0.772,Gangster Rap,190680,0.744,hip-hop,gangster,0,2/7/2020,2IT0T0EqPaUxasjl2o8J2G,0,0.764,6,140.99,-5.108,0.0114,0.066,Meet The Woo 2
4,57,0.257,0.851,Gangster Rap,181509,0.673,hip-hop,gangster,1,9/27/2019,4B1HkmoPxGnIiovU1iy4IL,0,0.776,1,120.973,-5.405,0.0452,0.314,THE UNLUCCY LUCCY KID
4,47,0.34,0.709,Gangster Rap,145920,0.447,hip-hop,gangster,0,11/17/2023,327maCobrzQZ20H1LwQ6Bk,0,0.207,10,125.103,-10.78,0.025,0.189,Nightmares In the Trenches
4,15,0.0687,0.782,Gangster Rap,148625,0.426,hip-hop,gangster,0,10/16/2024,2lyf7dCSZ6voEUQnIwsy0r,0.000144,0.476,1,110.04,-14.006,0.307,0.0822,temper tantrum
4,67,0.384,0.759,Gangster Rap,184490,0.538,hip-hop,gangster,0,2/5/2021,7FGdjbZ32vMybPuP0IuE7d,0,0.831,8,146.933,-8.256,0.151,0.126,Shiesty Season
4,23,0.107,0.907,Gangster Rap,117332,0.401,hip-hop,gangster,0,7/12/2024,1PMeWRoz0QBKRcnmtJDOAZ,0,0.173,0,130.977,-8.288,0.00892,0.111,Static
4,68,0.204,0.88,Trap,170000,0.59,hip-hop,trap,0,1/20/2021,07AQkmp456NpEnT8HR7WLy,0,0.723,8,119.97,-4.709,0.08,0.184,M4
4,68,0.169,0.808,Trap,263288,0.586,hip-hop,trap,0,4/11/2017,2FIm6YsSGL5acOqSuJDh5s,0,0.568,10,124.041,-7.242,0.641,0.14,Me Acostumbre (feat. Bad Bunny)
4,65,0.177,0.872,Trap,175230,0.519,hip-hop,trap,1,3/30/2018,1ZAyjvIk9YiD76yYy0TEG6,0,0.154,11,95.006,-6.531,0.203,0.108,The World Is Yours
4,65,0.25,0.798,Trap,264819,0.668,hip-hop,trap,1,4/1/2017,3TXy6nchgKeYlVwOKNk9lE,4.60E-06,0.154,8,134.006,-5.244,0.135,0.0583,Bulletproof
4,63,0.0612,0.845,Trap,164571,0.655,hip-hop,trap,0,9/28/2021,3ua3rqwBNmeGeQfcKnA3bT,0,0.516,5,139.955,-5.137,0.239,0.0974,Groupies
3,24,0.3,0.736,Afro Hits,148187,0.674,afrobeats,nigerian,0,11/22/2024,1jHHHH1GlrwdO5az2Q6A6K,0,0.482,10,93.121,-6.846,0.352,0.156,Focus
4,61,0.093,0.852,Afro Hits,170722,0.566,afrobeats,nigerian,0,4/19/2024,6ZBXya9ewPZa6zXDRfPhog,0.00951,0.54,9,96.937,-8.8,0.221,0.0852,WAHALA (FEAT. OLAMIDE)
3,68,0.298,0.567,Afro Hits,131765,0.637,afrobeats,nigerian,0,7/5/2024,1FEh2VLXCzHr4DhMLufrs5,0.0346,0.882,9,171.264,-4.032,0.499,0.235,VENIN
4,44,0.347,0.605,Afro Hits,177013,0.627,afrobeats,nigerian,0,11/22/2024,7JKGyMt8qkTaUHXFpxgjY2,7.75E-05,0.888,1,96.593,-5.778,0.105,0.0964,Morayo
4,58,0.0592,0.748,Afro Hits,149812,0.732,afrobeats,nigerian,0,8/9/2024,1lRtRYr979UcWFC0By63Er,0,0.967,3,115.019,-3.688,0.665,0.0723,Minimum ça
4,66,0.0426,0.813,Afro Hits,202560,0.552,afrobeats,nigerian,0,5/13/2024,6cyXHTix4NQ069gKJEYv41,0.00667,0.517,4,112.022,-12.066,0.0639,0.0951,Tshwala Bam (feat. S.N.E)
4,53,0.118,0.627,Afro Hits,169738,0.622,afrobeats,nigerian,0,8/23/2024,0QgxlcdUM6wUniw0ppYQlG,0,0.575,2,104.273,-4.663,0.639,0.0853,Satanana (feat. DRE-A)
4,67,0.164,0.718,Afro Hits,148226,0.897,afrobeats,nigerian,1,7/10/2024,4K5lYtD8r6OFRbzWc6MwCS,0,0.912,1,123.138,-5.701,0.153,0.881,HEIS
4,59,0.231,0.476,Afro Hits,230560,0.652,afrobeats,nigerian,1,9/20/2024,3XY89uVwerVVtRNiWWxvt6,0.104,0.619,1,166.058,-6.435,0.185,0.109,DIS MOI
4,65,0.264,0.721,Afro Hits,175843,0.631,afrobeats,nigerian,0,6/19/2024,1xHHbz3YLEbqAuQFkM9Zcg,3.76E-06,0.603,1,175.946,-5.743,0.123,0.108,42
4,57,0.222,0.463,Afro Hits,286400,0.796,afrobeats,nigerian,1,2/16/2024,3IedXlFglIwo754rxOID4x,0,0.736,5,104.925,-6.604,0.0248,0.204,HÉRITAGE
4,61,0.117,0.612,Afro Hits,168000,0.738,afrobeats,nigerian,1,11/15/2024,40t1l3IPtEIjlhAUPxn7jd,1.57E-06,0.954,7,130.18,-5.269,0.517,0.161,Toma Toma
1,64,0.0355,0.721,Viva Latino,182558,0.821,latin,modern,1,10/21/2024,2q0wKlSmIWLdpCwwKjLPxZ,0,0.38,11,104.044,-5.695,0.178,0.0934,Presidente
4,60,0.423,0.714,Latino Hip-Hop,315440,0.626,latin,hip-hop,0,8/28/2015,0LQsM0KYkSyCdN6TCo63vp,0,0.512,5,76.625,-4.655,0.26,0.284,"Fronteamos Porque Podemos (feat. Daddy Yankee, Yandel & Nengo Flow)"
4,48,0.192,0.474,Latino Hip-Hop,267413,0.733,latin,hip-hop,1,11/22/2010,036nr5jRMRlrvtEVvld4lj,0,0.483,8,78.831,-6.82,0.0447,0.0663,Entren Los Que Quieran
3,60,0.0947,0.691,Latino Hip-Hop,301427,0.805,latin,hip-hop,0,11/22/2010,1xuYajTJZh8zZrPRmUaagf,0,0.866,2,142.503,-6.81,0.59,0.0975,Entren Los Que Quieran
4,43,0.228,0.721,Latino Hip-Hop,293067,0.817,latin,hip-hop,0,11/22/2010,2ZR2Cox8oGFMdvPLiNKrJO,0,0.777,2,89.927,-5.271,0.153,0.0936,Entren Los Que Quieran
4,52,0.26,0.333,Latino Hip-Hop,292920,0.808,latin,hip-hop,0,2/28/2014,5NOtC9vnvCuEy6IaNflffX,0,0.518,4,82.15,-6.476,0.452,0.427,MultiViral
4,49,0.251,0.763,Latino Hip-Hop,428069,0.836,latin,hip-hop,1,1/1/2010,6hrNshJaEQf0xtbHF1syxS,0,0.514,6,91,-4.989,0.151,0.0918,Vida
4,47,0.282,0.56,Latino Hip-Hop,264281,0.794,latin,hip-hop,1,1/1/2010,5DmUzQkGpAi6Z7hIaP5lwm,0,0.829,0,93.325,-4.28,0.619,0.153,Vida
4,58,0.27,0.552,Latino Hip-Hop,234292,0.805,latin,hip-hop,0,1/1/2010,5C0UjpLuu3eGJ0ECK0dTV3,0,0.846,5,90.945,-4.511,0.678,0.277,Vida
4,51,0.0421,0.697,Latino Hip-Hop,201987,0.685,latin,hip-hop,0,4/27/2010,7tOAN6w4a1LD0iqkRnIrhZ,0.000506,0.578,9,103.926,-7.215,0.00388,0.0952,1977
4,68,0.251,0.662,Latino Hip-Hop,305280,0.896,latin,hip-hop,0,6/20/2006,4BxzNZpcm1j3JczZzGNe2k,0,0.79,5,90.622,-5.311,0.318,0.186,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack)
4,38,0.0811,0.932,Latino Hip-Hop,224440,0.804,latin,hip-hop,0,2/28/2003,60ePcJqdI3eYuC4D6j2nDw,0,0.926,2,100.979,-5.939,0.128,0.0649,emigrante
4,51,0.359,0.57,Latino Hip-Hop,202760,0.744,latin,hip-hop,1,7/1/2003,4AUMwz00G4hFZxY26MyoWV,0.0134,0.638,5,87.444,-4.008,0.133,0.397,El Abayarde
4,36,0.392,0.646,Latino Hip-Hop,206373,0.8,latin,hip-hop,1,4/19/2007,6HFRqU7JQf3J4ukXW2NGoA,0,0.959,0,87.319,-5.523,0.692,0.052,Residente o Visitante
4,41,0.312,0.725,Latino Hip-Hop,210040,0.516,latin,hip-hop,1,2012,322LgcUL3uhHbpUQP57WUF,0,0.733,7,70.038,-9.853,0.188,0.0646,La Bala
4,11,0.353,0.742,Latino Hip-Hop,358945,0.664,latin,hip-hop,1,11/16/2014,1yxE5zAfz69Z5iHIYigCH4,0,0.695,2,90.168,-6.379,0.0393,0.0537,Como Siempre
4,31,0.225,0.907,Latino Hip-Hop,257026,0.455,latin,hip-hop,1,8/23/2016,6y2GBwBg3jE70j5G1xDWxh,0.0366,0.223,3,127.966,-11.124,0.272,0.0978,Milki
4,16,0.516,0.651,Latino Hip-Hop,215532,0.573,latin,hip-hop,1,11/16/2014,4vnH1hQW58pgrREpN29pfu,0,0.369,0,88.914,-7.229,0.0651,0.103,Como Siempre
4,36,0.523,0.661,Latino Hip-Hop,344627,0.484,latin,hip-hop,0,12/30/2014,6Vw2g1lzPoe9hxKn0tsk8a,0,0.733,4,82.741,-10.982,0.71,0.107,El Atropello
4,42,0.223,0.647,Latino Hip-Hop,225040,0.674,latin,hip-hop,0,8/28/2007,6tU65PBnpDOOpTeMwHKD4l,0,0.327,4,96.69,-5.037,0.549,0.351,El Abayarde: Contra-Ataca
4,34,0.416,0.636,Latino Hip-Hop,275187,0.62,latin,hip-hop,1,8/29/2006,1xk8U9rBakAbCpnQiLnu5q,0,0.824,7,170.598,-7.064,0.078,0.115,The Underdog - El Subestimado
4,25,0.222,0.677,Latino Hip-Hop,270333,0.663,latin,hip-hop,1,8/28/2007,5z1IjhVtDVXgGC66axmXsJ,3.85E-05,0.687,7,90.368,-5.479,0.282,0.402,El Abayarde: Contra-Ataca
4,58,0.0484,0.817,Bollywood Butter,177695,0.715,indian,bollywood,1,8/13/2021,2hTn8oS49IQULxAWs7hEBz,0,0.398,9,100.002,-5.13,0.183,0.214,Sakhiyan2.0 - BellBottom
4,68,0.0502,0.603,Bollywood Butter,228855,0.573,indian,bollywood,1,8/5/2021,72zHuDxFQTjbL51qJQSA7j,0,0.236,1,82.941,-5.843,0.478,0.0971,"Ranjha (From ""Shershaah"")"
4,67,0.0327,0.428,Bollywood Butter,266005,0.467,indian,bollywood,1,8/15/2021,3jf5303mzzJ96O8xFTcEn4,0,0.193,2,90.831,-4.904,0.68,0.135,"Mann Bharryaa 2.0 (From ""Shershaah"")"
4,59,0.044,0.638,Bollywood Butter,228031,0.785,indian,bollywood,1,3/19/2021,2rU33n6Fhd6G1MzYhUj6C5,0,0.515,10,91.101,-2.612,0.185,0.245,Mumbai Saga
4,54,0.027,0.573,Bollywood Butter,230103,0.338,indian,bollywood,0,8/16/2021,6Sflud15ff1KqBzg6wj78S,4.41E-06,0.451,7,96.981,-7.478,0.864,0.133,Shershaah (Original Motion Picture Soundtrack)
4,13,0.0503,0.488,Indie Rock Roadtrip,212966,0.907,rock,indie,1,3/29/2024,0TfgaukeVsfWATMe9yhgip,0,0.635,0,141.936,-3.715,0.00249,0.331,Not Giving In
4,13,0.0382,0.359,Indie Rock Roadtrip,199133,0.173,rock,indie,0,11/11/2024,3LDUC6pWq2AdXJ0S2lxEib,0,0.146,0,109.988,-16.974,0.924,0.361,She Loves You
5,26,0.0334,0.583,Indie Rock Roadtrip,281487,0.706,rock,indie,1,3/20/2024,1CcBdUpEv1WqlPT8Yekx5Q,0.712,0.925,2,175.106,-7.333,0.00558,0.0557,Hazel Hall
4,21,0.0314,0.69,Indie Rock Roadtrip,267213,0.302,rock,indie,0,6/13/2022,3oLCOTExAEx9gASqeBvXBv,2.37E-06,0.301,2,100.008,-11.244,0.263,0.114,Stronger Broken
4,42,0.0258,0.51,Indie Rock Roadtrip,179690,0.625,rock,indie,1,9/13/2024,4quXR0oI7XSPzsFQ5ty4vH,0,0.486,8,90.032,-5.236,0.0542,0.116,Better Weather
4,18,0.0494,0.39,Indie Rock Roadtrip,138501,0.288,rock,indie,0,10/19/2024,1Xzlvc4HyrHuAi8RXDCdXZ,0.00233,0.125,4,129.699,-17.086,0.758,0.139,Devil Got You
4,22,0.0848,0.35,Indie Rock Roadtrip,180000,0.785,rock,indie,0,11/1/2024,2Agv1zBkTPNAz7c5mqyYqG,2.76E-05,0.719,6,95.328,-6.576,0.336,0.355,These Streets Are Ours
4,24,0.0536,0.721,Indie Rock Roadtrip,291428,0.736,rock,indie,0,9/19/2024,5j3xL75UoTdh0DT73gwGuf,0.00644,0.82,4,129.986,-5.379,0.17,0.251,Music From The Stratosphere
4,28,0.0335,0.445,Indie Rock Roadtrip,197228,0.616,rock,indie,1,10/24/2024,4axoyziQCRxt7B7yuPXm1a,0.000122,0.374,0,102.047,-8.509,0.0043,0.111,My Girl
